count_location,ROAD_CLASS,TRAFFCTL,num_of_collisions,total_traffic,average_int_width,years,r
BRIMLEY RD AT EGLINTON AVE E,Major Arterial,No Control,18,16593.88888888889,0.015,11,1.8011401967920775
DUNDAS ST W AT SHAW ST,Major Arterial,Traffic Signal,2,12028.0,0.015,11,0.27609577928240775
PHARMACY AVE AT 20M S OF ALBION AVE (PX 2200),Minor Arterial,Stop Sign,3,4328.0,0.015,11,1.1509519523597969
DUFFERIN ST AT GOODWOOD AVE,Local,No Control,3,10317.0,0.015,11,0.48282640785239905
KENNEDY RD AT RADNOR AVE (PX 2408),Major Arterial,No Control,4,11328.0,0.015,11,0.5863135651851696
LANSDOWNE AVE AT WHYTOCK AVE (PX 2492),Minor Arterial,Stop Sign,3,6987.0,0.015,11,0.7129411836000001
CARLTON ST AT PARLIAMENT ST (PX 250),Minor Arterial,Traffic Signal,11,10078.181818181818,0.015,11,1.8123150100048027
DANFORTH AVE AT WESTLAKE AVE (PX 1267),Major Arterial,Traffic Signal,5,10206.2,0.015,11,0.8134467365936392
EDENBRIDGE DR AT ROYAL YORK RD (PX 1765),Collector,No Control,1,10833.0,0.015,11,0.15327610233586267
BLOOR ST W AT OLD MILL TRL (PX 335),Major Arterial,Traffic Signal,2,14234.0,0.015,11,0.233306170662414
DUNDAS ST E AT JARVIS ST,Major Arterial,Traffic Signal,12,19250.333333333332,0.015,11,1.0350615677262458
HORNER AVE AT JUDSON ST,Minor Arterial,Stop Sign,2,4770.0,0.015,11,0.6962012648236479
CHERRY ST AT UNWIN AVE,Local,No Control,5,3296.0,0.015,11,2.518871384412015
ALBION RD AT FINCH AVE (PX 1001),Major Arterial,Traffic Signal,9,27085.11111111111,0.015,11,0.551740773302907
BAYVIEW AVE AT BYNG AVE,Major Arterial,No Control,6,18087.0,0.015,11,0.5508177198886715
CELESTINE DR AT DIXON RD (PX 436),Major Arterial,Traffic Signal,4,13618.5,0.015,11,0.48770129356519454
CHURCH ST AT WESTON RD (PX 583),Minor Arterial,Traffic Signal,2,9207.0,0.015,11,0.36069078236220276
SORAUREN AVE AT WESTMINSTER AVE,Collector,No Control,3,2484.0,0.015,11,2.0053623388942032
DANFORTH RD AT GORDONRIDGE PL & WOLFE AVE (PX 988),Major Arterial,No Control,4,10684.0,0.015,11,0.6216548171487832
BATHURST ST AT BRIAR HILL AVE (PX 310),Major Arterial,Traffic Signal,4,20774.0,0.015,11,0.31971503159803605
BAY ST AT QUEEN ST W,Major Arterial,No Control,11,11010.454545454546,0.015,11,1.6588634108833127
RICHMOND ST AT VICTORIA ST (PX 27),Major Arterial,No Control,11,13888.363636363636,0.015,11,1.315118228530964
MCCOWAN RD AT SANDHURST CRCL N (PX 1372),Major Arterial,No Control,5,14333.0,0.015,11,0.5792367322278658
GLENGROVE AVE AT MARLEE AVE,Minor Arterial,Stop Sign,7,8718.285714285714,0.015,11,1.33318412554263
DIXON RD AT RIVERVIEW HTS / SCARLETT RD,Major Arterial,No Control,3,10946.0,0.015,11,0.4550813127912663
LAWRENCE AVE E AT LESLIE ST,Major Arterial,No Control,4,30487.0,0.015,11,0.2178554815632106
LANSDOWNE AVE AT PATON RD,Minor Arterial,Pedestrian Crossover,9,7514.0,0.015,11,1.98881556420543
KENNEDY RD AT WICKWARE GT & MARIGOLD PLAZA (PX 959),Major Arterial,Traffic Signal,2,19611.0,0.015,11,0.16933761833709657
FARM GRWY AT TERRAVIEW BLVD & VICTORIA PARK AVE (PX 1914),Major Arterial,No Control,2,28667.0,0.015,11,0.11584330530605927
ASCOT AVE AT DUFFERIN ST (PX 1767),Major Arterial,Traffic Signal,3,13981.0,0.015,11,0.35629211428461494
KILCULLEN CASTLE GATE AT MIDLAND AVE,Major Arterial,No Control,5,13047.0,0.015,11,0.636330197211773
BOGERT AVE AT YONGE ST,Local,No Control,8,29534.0,0.015,11,0.44977043857368465
HOLSWADE RD AT SUNRISE AVE & VICTORIA PARK AVE (PX 1581),Major Arterial,Traffic Signal,4,12250.0,0.015,11,0.5421844952177634
LANSDOWNE AVE AT SEAFORTH AVE (PX 2347),Minor Arterial,No Control,3,5843.0,0.015,11,0.8525278195812426
DUNDAS ST W AT MANNING AVE (PX 1878),Major Arterial,Traffic Signal,5,9337.0,0.015,11,0.8891721198481313
SHAUGHNESSY BLVD AT SHEPPARD AVE E (PX 745),Collector,No Control,11,19069.636363636364,0.015,11,0.9577969833487431
CALEDONIA RD AT CASTLEFIELD AVE (PX 797),Minor Arterial,Traffic Signal,6,18995.333333333332,0.015,11,0.5244782981588322
MIDDLEFIELD RD AT STEELES AVE E,Major Arterial,Traffic Signal,15,23401.333333333332,0.015,11,1.0643239807873912
MCNICOLL AVE AT WHITE HEATHER BLVD,Minor Arterial,Stop Sign,3,9478.0,0.015,11,0.5255665804825069
FINCH AVE W AT WILMINGTON AVE (PX 890),Major Arterial,Traffic Signal,8,16937.0,0.015,11,0.7842900237843303
CALVINGTON DR AT KEELE ST (PX 599),Major Arterial,Traffic Signal,5,18588.2,0.015,11,0.4466381942857297
QUEEN ST W AT SHAW ST,Major Arterial,Stop Sign,6,11770.333333333334,0.015,11,0.8464195377893348
HERONS HILL WAY AT YORKLAND RD (PX 184),Minor Arterial,No Control,1,9909.0,0.015,11,0.16756887845437482
PARK LAWN RD AT THE QUEENSWAY (PX 564),Major Arterial,Traffic Signal,10,23048.0,0.015,11,0.7204269422962515
AVENUE RD AT FAIRLAWN AVE (PX 120),Major Arterial,Traffic Signal,7,20920.0,0.015,11,0.5555965638733652
KEELE ST AT WEST TORONTO ST (PX 1757),Collector,No Control,7,15164.857142857143,0.015,11,0.7664483751306179
FOXWELL ST AT JANE ST & WOOLNER AVE (PX 524),Major Arterial,Traffic Signal,2,13779.0,0.015,11,0.24101023537330726
ROYAL YORK RD AT SYMONS ST,Minor Arterial,Stop Sign,2,3897.0,0.015,11,0.8521632109850654
MORNINGSIDE AVE AT WARNSWORTH ST,Major Arterial,No Control,2,12710.0,0.015,11,0.26128088380871756
JARVIS ST AT QUEEN ST E,Major Arterial,Traffic Signal,9,17277.444444444445,0.015,11,0.864940425506321
BLOOR ST W AT LANSDOWNE AVE (PX 326),Major Arterial,Traffic Signal,5,6229.0,0.015,11,1.3328303231693692
ADELAIDE ST E AT JARVIS ST,Major Arterial,Traffic Signal,3,20069.0,0.015,11,0.24820967909777272
ROYAL YORK RD AT PORTLAND ST,Collector,No Control,6,8368.0,0.015,11,1.1905640654429257
LUMSDEN AVE AT MORTIMER AVE & WOODBINE AVE (PX 660),Major Arterial,No Control,4,14801.75,0.015,11,0.4487145145957471
MUSGRAVE ST AT VICTORIA PARK AVE (PX 1846),Major Arterial,Traffic Signal,4,12528.0,0.015,11,0.5301532620065135
KING ST W AT SIMCOE ST,Major Arterial,Traffic Signal,9,10718.0,0.015,11,1.3942862613770857
BELLAMY RD N AT ELLESMERE RD,Major Arterial,Traffic Signal,8,19562.0,0.015,11,0.6790471389855435
ELLESMERE RD AT NEILSON RD,Major Arterial,No Control,9,15604.444444444445,0.015,11,0.9576733220233296
DONCASTER AVE AT MAIN ST,Minor Arterial,No Control,2,4546.0,0.015,11,0.730505946592345
BATHURST ST AT FRONT ST W,Major Arterial,Traffic Signal,7,16127.857142857143,0.015,11,0.7206834741451403
TOWER DR AT WARDEN AVE (PX 1469),Major Arterial,Traffic Signal,6,19215.0,0.015,11,0.5184824407820141
STAINES RD AT STEELES AVE E,Minor Arterial,No Control,7,13072.0,0.015,11,0.8891585156235313
DANFORTH AVE AT VICTORIA PARK AVE,Major Arterial,No Control,2,21128.0,0.015,11,0.15717910039799318
EASTERN AVE AT KINGSTON RD & QUEEN ST E,Major Arterial,Traffic Signal,5,12481.0,0.015,11,0.6651870910201108
MIMICO AVE AT ROYAL YORK RD,Minor Arterial,Traffic Signal,2,6491.0,0.015,11,0.5116130077351411
WARDEN AVE AT UPTON RD,Major Arterial,No Control,6,11608.0,0.015,11,0.8582563834964164
DUNDAS ST AT RUNNYMEDE RD (PX 186),Major Arterial,Traffic Signal,3,14775.0,0.015,11,0.33714518103642643
DANFORTH RD AT WARDEN AVE (PX 418),Minor Arterial,Traffic Signal,8,13915.0,0.015,11,0.9546187662835215
HIGHWAY 401 S TCS AT LESLIE ST & LESMILL RD (PX 754),Major Arterial,No Control,3,44617.0,0.015,11,0.11164623461490465
BLOOR ST W AT BORDEN ST & HOWLAND AVE,Major Arterial,No Control,2,7307.0,0.015,11,0.454479271001615
BLOOR ST W AT ROYAL YORK RD,Major Arterial,Traffic Signal,6,23399.0,0.015,11,0.42577204579795724
RICHMOND ST W AT TECUMSETH ST,Local,Stop Sign,3,4153.0,0.015,11,1.1994510112721408
GLENGROVE AVE AT YONGE ST (PX 53),Major Arterial,Traffic Signal,5,15447.0,0.015,11,0.5374635905368034
MILL ST AT YONGE ST (PX 1561),Major Arterial,Traffic Signal,3,21338.0,0.015,11,0.23344831051706816
BATHURST ST AT NINA ST (PX 306),Major Arterial,Traffic Signal,9,17176.333333333332,0.015,11,0.8700320295041397
AMSTERDAM AVE AT GLENBURN AVE,Local,Stop Sign,3,462.0,0.015,11,10.782078029898704
LAKE SHORE BLVD W AT REES ST,Major Arterial,Traffic Signal,2,23075.0,0.015,11,0.1439167945052568
DUPONT ST AT OSSINGTON AVE (PX 842),Major Arterial,Traffic Signal,8,16583.75,0.015,11,0.8009961638854421
HIGHWAY 401 S TCS AT KEELE ST (PX 595),Major Arterial,Traffic Signal,2,38613.0,0.015,11,0.0860041963382488
STEELES AVE W AT IRONDALE DR & PEARCE RD,Major Arterial,No Control,5,17861.0,0.015,11,0.46482280292380057
FOXWELL ST AT SCARLETT RD,Minor Arterial,Stop Sign,3,11244.0,0.015,11,0.44302028191152626
LAKE SHORE BLVD W AT THIRTY SEVENTH ST,Major Arterial,Traffic Signal,6,12077.0,0.015,11,0.8249267284612405
DANFORTH AVE AT LOGAN AVE (PX 343),Major Arterial,No Control,6,12775.0,0.015,11,0.7798544109296596
BATHURST ST AT ULSTER ST (PX 1594),Major Arterial,No Control,5,10790.0,0.015,11,0.7694346694181651
DELROY DR AT ROYAL YORK RD,Minor Arterial,No Control,3,9027.0,0.015,11,0.5518245319389832
BATHURST ST AT CARR ST & ROBINSON ST (PX 1808),Major Arterial,Traffic Signal,3,10242.0,0.015,11,0.4863620435279438
VICTORIA PARK AVE AT WOODALE AVE,Minor Arterial,No Control,2,5237.0,0.015,11,0.6341187766295208
BLUE JAYS WAY AT FRONT ST W (PX 1580),Minor Arterial,Traffic Signal,4,12531.0,0.015,11,0.5300263399902324
KEELE ST AT WILSON AVE (PX 597),Major Arterial,Traffic Signal,12,34200.166666666664,0.015,11,0.5826076929231184
GLENROY AVE AT ROYAL YORK RD,Local,Stop Sign,2,10648.0,0.015,11,0.3118782901210369
CHRISTIE ST AT DAVENPORT RD (PX 385),Minor Arterial,Traffic Signal,6,12952.333333333334,0.015,11,0.7691772473139769
KEELE ST AT MURRAY ROSS PKWY & TANGIERS RD (PX 1450),Major Arterial,Traffic Signal,10,13976.8,0.015,11,1.187997264469979
FINCH AVE AT HIGHWAY 27 (PX 1163),Major Arterial,Traffic Signal,3,26232.0,0.015,11,0.18989478689437334
KEELE ST AT ROGERS RD (PX 394),Major Arterial,Traffic Signal,7,14566.0,0.015,11,0.7979596399993686
DAVENPORT RD AT SHAW ST (PX 2582),Minor Arterial,Pedestrian Crossover,2,9158.0,0.015,11,0.3626206631588557
VICTORIA PARK AVE AT 1420 VICTORIA PARK AVE,Major Arterial,No Control,5,8518.0,0.015,11,0.974665424163184
BEECHGROVE DR AT KINGSTON RD,Major Arterial,No Control,5,18909.0,0.015,11,0.4390607691058227
ST CLAIR AVE W AT SILVERTHORN AVE & HOUNSLOW HEATH RD,Major Arterial,Traffic Signal,3,9647.0,0.015,11,0.5163594951604852
BLOOR ST AT MILL RD (PX 924),Major Arterial,No Control,4,12092.0,0.015,11,0.5492689436336091
ALBION RD AT HIGHWAY 27 (PX 1164),Major Arterial,No Control,14,25774.714285714286,0.015,11,0.9018978823499845
PALMERSTON BLVD AT LENNOX ST,Collector,Stop Sign,2,2765.0,0.015,11,1.2010416033304883
MARKHAM RD AT PROGRESS AVE & PROGRESS CRT (PX 878),Major Arterial,Traffic Signal,18,33062.555555555555,0.015,11,0.9039809475301459
MCCOWAN RD AT STEELES AVE E,Major Arterial,Traffic Signal,10,24913.0,0.015,11,0.6664954106708949
LAKE SHORE BLVD AT STRACHAN AVE (PX 222),Major Arterial,Traffic Signal,10,25658.0,0.015,11,0.6471431976788528
BRIMLEY RD AT EAGLEDANCE DR & PORT ROYAL N TRL (PX 1634),Major Arterial,Traffic Signal,3,9589.0,0.015,11,0.5194827458351444
DON VALLEY PKWY E TCS AT EGLINTON AVE (PX 1106),Major Arterial,No Control,10,34259.0,0.015,11,0.4846726456126566
BLOOR ST W AT OLD MILL RD & THE KINGSWAY,Major Arterial,Stop Sign,5,15897.0,0.015,11,0.5222494862566522
BATHURST ST AT FAIRLAWN AVE & PRINCE CHARLES DR (PX 315),Major Arterial,Traffic Signal,5,17622.2,0.015,11,0.4711216580802625
CLIFFSIDE DR AT EAST HAVEN DR,Collector,Stop Sign,7,1193.0,0.015,11,9.742732704300755
MCLEVIN AVE AT TAPSCOTT RD (PX 1555),Minor Arterial,No Control,12,12031.583333333334,0.015,11,1.6560813026204202
BRIMLEY RD AT SHEPPARD AVE E,Major Arterial,Traffic Signal,4,26123.5,0.015,11,0.2542446481680326
GREENWOOD AVE AT QUEEN ST E (PX 1393),Minor Arterial,No Control,5,5747.0,0.015,11,1.4446145959669396
DUPONT ST AT LANSDOWNE AVE (PX 844),Major Arterial,Traffic Signal,6,19093.0,0.015,11,0.5217954276240717
KENNEDY RD AT TREVERTON DR,Major Arterial,No Control,4,13690.0,0.015,11,0.4851541319516144
BAY ST AT LAKE SHORE BLVD W (PX 212),Major Arterial,Traffic Signal,22,17480.0,0.015,11,2.089798647900275
ELM ROAD AT FAIRLWAN AVE,Collector,Stop Sign,2,2329.0,0.015,11,1.4258823672000003
DEAN PARK RD AT ROUGE RIVER DR & SHEPPARD AVE E,Major Arterial,Traffic Signal,2,8816.0,0.015,11,0.3766878440572596
JOE SHUSTER WAY AT KING ST (PX 2081),Local,No Control,1,9249.0,0.015,11,0.179526437085566
DANFORTH AVE AT LINNSMORE CRES (PX 1048),Major Arterial,No Control,3,10731.0,0.015,11,0.4641990541247974
DANFORTH RD AT SAVARIN ST (PX 859),Major Arterial,No Control,4,13267.0,0.015,11,0.5006226024284014
CULFORD RD AT LAWRENCE AVE W,Major Arterial,No Control,6,21128.0,0.015,11,0.4715373011939796
NORTH QUEEN ST AT SHORNCLIFFE RD (PX 1327),Minor Arterial,No Control,2,15455.0,0.015,11,0.2148741529090133
ISLINGTON AVE AT HIGHWAY 401 S TCS / RESOURCES RD (PX 712),Major Arterial,No Control,2,26537.0,0.015,11,0.12514150179782194
DOLLY VARDEN BLVD AT ELLESMERE RD,Major Arterial,No Control,16,15294.0,0.015,11,1.7370890719020795
DONALD AVE AT KEELE ST (PX 590),Major Arterial,Traffic Signal,10,10142.0,0.015,11,1.6371918917416686
LAWRENCE AVE AT ST MARTIN DE PORRES CHURCH EAST OF FLORIST L,Major Arterial,No Control,3,9174.0,0.015,11,0.542982346829431
LEAHURST DR AT PHARMACY AVE,Minor Arterial,No Control,3,9369.0,0.015,11,0.5316810812053795
DON VALLEY PKWY W TCS AT EGLINTON AVE (PX 1105),None,No Control,7,35326.0,0.015,11,0.32902338550163623
DUNDAS ST W AT SHERIDAN AVE,Minor Arterial,Traffic Signal,6,7997.333333333333,0.015,11,1.2457452608735915
ELLESMERE RD AT SARATOGA DR,Major Arterial,No Control,4,16781.0,0.015,11,0.3957904812834516
BLOOR ST W AT CLINTON ST,Major Arterial,No Control,5,7918.0,0.015,11,1.0485223646150545
DUNDAS ST W AT PRINCE EDWARD DR N (PX 776),Major Arterial,Traffic Signal,5,18430.8,0.015,11,0.4504525079227164
FALAISE RD AT KINGSTON RD,Major Arterial,No Control,3,16943.0,0.015,11,0.29400460661117866
BELMONT ST AT DAVENPORT RD & NEW ST (PX 541),Major Arterial,Traffic Signal,4,17353.5,0.015,11,0.38273317004740265
LOWER JARVIS ST AT QUEENS QUAY E,Minor Arterial,Traffic Signal,2,7292.0,0.015,11,0.4554141570500275
DUNDAS ST AT ISLINGTON AVE (PX 706),Major Arterial,Traffic Signal,5,31235.0,0.015,11,0.26579798568983515
CHAPMAN RD AT ROYAL YORK RD,Minor Arterial,Stop Sign,2,9782.0,0.015,11,0.33948886047932947
LAWRENCE AVE E AT MCCOWAN RD,Major Arterial,Traffic Signal,16,28893.5,0.015,11,0.9194815534867843
DUFFERIN ST AT GIBSON ST (PX 2151),Major Arterial,Traffic Signal,7,15725.0,0.015,11,0.7391465892674596
LAKE SHORE BLVD N TCS AT YONGE ST (PX 211),Major Arterial,Traffic Signal,9,10874.0,0.015,11,1.3742836260290237
FULLER AVE AT QUEEN ST W,Major Arterial,No Control,6,6797.0,0.015,11,1.4657407826432842
BROADVIEW AVE AT DANFORTH AVE (PX 294),Major Arterial,Traffic Signal,8,16720.0,0.015,11,0.7944689074662201
MARKHAM RD AT SELECT AVE (PX 2156),Major Arterial,Traffic Signal,3,23401.0,0.015,11,0.21286782828995346
CARLAW AVE AT COLGATE AVE,Minor Arterial,No Control,5,6178.0,0.015,11,1.3438329690874073
DANFORTH RD AT MACK AVE & MYSTIC AVE (PX 376),Minor Arterial,Traffic Signal,5,8909.0,0.015,11,0.931889110228084
MCRAE DR AT SUTHERLAND DR,Collector,Stop Sign,2,5812.0,0.015,11,0.5713833505176876
AUGUSTA AVE AT QUEEN ST W,Major Arterial,Traffic Signal,5,9687.0,0.015,11,0.8570455335007744
DANCY AVE AT KENNEDY RD,Major Arterial,No Control,4,15219.0,0.015,11,0.43641238362688756
ELMHURST AVE AT GREENFIELD AVE & YONGE ST (PX 1100),Collector,No Control,4,33341.0,0.015,11,0.1992069843861192
LAWRENCE AVE AT PINE ST (PX 635),Major Arterial,Traffic Signal,2,12991.0,0.015,11,0.25562928436677707
DOWLING AV AT LAKE SHORE BLVD AND NET DR (PX 2271),Major Arterial,No Control,11,10548.0,0.015,11,1.7315927363147898
MORECAMBE GT AT PAWNEE AVE & VICTORIA PARK AVE (PX 1113),Major Arterial,Traffic Signal,4,13149.0,0.015,11,0.5051152229384441
FINCH AVE E AT TAPSCOTT RD,Minor Arterial,Traffic Signal,8,14489.0,0.015,11,0.9168003404538065
DAN LECKIE WAY AT LAKE SHORE BLVD (PX 2186),Major Arterial,Traffic Signal,3,21232.0,0.015,11,0.2346137928510362
CHURCH ST AT HAYDEN ST,Minor Arterial,Stop Sign,2,8437.0,0.015,11,0.39360910669773624
LESLIE ST AT STEELES AVE E,Major Arterial,Traffic Signal,4,23657.0,0.015,11,0.28075242281006046
BIRMINGHAM ST AT ISLINGTON AVE (PX 1312),Major Arterial,Traffic Signal,7,8260.714285714286,0.015,11,1.4070308830716056
BROWNS LINE AT VALERMO DR (PX 762),Major Arterial,No Control,8,17302.5,0.015,11,0.767722591118925
DUNDAS ST AT JANE ST (PX 185),Major Arterial,Traffic Signal,6,24882.0,0.015,11,0.4003954706063179
QUEENS PLATE DR W AT REXDALE BLVD,Major Arterial,Traffic Signal,15,17750.466666666667,0.015,11,1.4031518560488176
STEELES AVE E AT ASHCOTT ST & FENTON RD,Major Arterial,Traffic Signal,2,11121.0,0.015,11,0.2986134370298355
LAUGHTON AVE AT ST CLAIR AVE W,Major Arterial,Traffic Signal,7,9528.0,0.015,11,1.2198866620729223
KENNEDY RD AT MERRIAN RD (PX 1051),Major Arterial,Traffic Signal,8,9087.0,0.015,11,1.461815795403896
BREMNER BLVD AT YORK ST (PX 1755),Major Arterial,Traffic Signal,5,17413.0,0.015,11,0.4767817195785907
ISLINGTON AVE AT THE QUEENSWAY (PX 567),Major Arterial,Traffic Signal,8,41179.0,0.015,11,0.32257995902851455
BURNHAMTHORPE RD AT HIGHWAY 427 W TCS (PX 950),None,No Control,2,26583.0,0.015,11,0.12492495328626568
DUFFERIN ST AT SHANLY ST (PX 1093),Major Arterial,Traffic Signal,4,12261.0,0.015,11,0.5416980724588208
LOCKSLEY AVE AT ROSELAWN AVE,Collector,No Control,3,7930.0,0.015,11,0.6281614186397478
GERRARD ST E AT GREENWOOD AVE (PX 369),Minor Arterial,No Control,5,10512.0,0.015,11,0.7897831129206623
APPLEFIELD DR S AT BRIMLEY RD & ST ANDREWS RD,Major Arterial,No Control,5,10758.0,0.015,11,0.7717233763731178
WELLINGTON ST AT YONGE ST,Major Arterial,Traffic Signal,11,14676.0,0.015,11,1.2445380337045793
OAK ST AT WESTON RD,Major Arterial,No Control,6,17287.0,0.015,11,0.5763082142434431
PARLIAMENT ST AT WELLESLEY ST (PX 251),Minor Arterial,Traffic Signal,7,13844.0,0.015,11,0.8395752756595495
ST CLAIR AVE AT WELLS HILL AVE (PX 1336),Major Arterial,No Control,3,10389.0,0.015,11,0.47948022425769565
MILITARY TRL AT OLD KINGSTON RD,Minor Arterial,No Control,3,6116.0,0.015,11,0.8144735202441467
GREENBRAE CRCT AT GREENHOLM CRCT & MARKHAM RD (PX 1419),Major Arterial,Traffic Signal,2,15425.0,0.015,11,0.21529206049976016
BLACK CREEK BLVD AT DALRYMPLE DR & JANE ST,Major Arterial,Stop Sign,15,15985.333333333334,0.015,11,1.5580907654349405
HIGHWAY 409 S TCS AT MARTIN GROVE RD (PX 1133),Major Arterial,Traffic Signal,3,15028.0,0.015,11,0.331469260700905
SIGNET DR AT STEELES AVE W,Major Arterial,Traffic Signal,3,19723.0,0.015,11,0.25256401408574763
DUFFERIN ST AT HOLMESDALE RD & MARTIN ST (PX 611),Major Arterial,Traffic Signal,6,12960.0,0.015,11,0.7687222299094445
LAKE SHORE BLVD AT YORK ST (PX 205),Major Arterial,Traffic Signal,7,25014.0,0.015,11,0.4646629933729432
LOWER JARVIS ST AT THE ESPLANADE (PX 1392),Major Arterial,Traffic Signal,7,12434.0,0.015,11,0.9347820585677017
KING ST E AT PARLIAMENT ST,Major Arterial,Traffic Signal,12,10918.0,0.015,11,1.8249936068192714
KENNEDY RD AT MCNICOLL AVE (PX 1586),Major Arterial,Traffic Signal,6,29405.333333333332,0.015,11,0.33880384849550205
MORNINGSIDE AVE AT OLD FINCH AVE & FINCH AVE (PX 1787),Minor Arterial,Traffic Signal,3,10334.0,0.015,11,0.4820321317798723
DON RDWY AT LAKE SHORE BLVD (PX 208),Major Arterial,No Control,23,13163.478260869566,0.015,11,2.901218023463231
QUEEN ST W AT BEATY AVE,Major Arterial,No Control,2,7515.0,0.015,11,0.44190020401980046
CUMMER AVE AT PINEWAY BLVD,Local,Stop Sign,4,5979.0,0.015,11,1.1108479789960866
KENNEDY RD AT TRANSWAY CRES,Major Arterial,No Control,5,12052.0,0.015,11,0.6888649255743446
FINCH AVE AT TANGIERS RD (PX 1616),Major Arterial,Traffic Signal,3,20921.0,0.015,11,0.23810143156699973
LAKE SHORE BLVD AT LOWER SIMCOE ST (PX 1747),Expressway,Traffic Signal,12,7445.0,0.015,11,2.676330449866058
LAKE SHORE BLVD W AT SYMONS ST (PX 2135),Major Arterial,No Control,8,6871.0,0.015,11,1.9332731964539662
FAYWOOD BLVD AT SHEPPARD AVE W & WILMINGTON AVE (PX 739),Major Arterial,Traffic Signal,2,21084.0,0.015,11,0.15750711597461586
BESSARION RD AT BURBANK DR & SHEPPARD AVE (PX 743),Local,No Control,6,19997.333333333332,0.015,11,0.49819843143884535
BRIMLEY RD AT DORCOT AVE (PX 1282),Major Arterial,No Control,6,12595.0,0.015,11,0.7909996109270664
BAY ST AT COLLEGE ST (PX 68),Major Arterial,No Control,18,21292.277777777777,0.015,11,1.4036976508954098
KENNEDY RD AT SHEPPARD AVE E,Major Arterial,Traffic Signal,5,33273.8,0.015,11,0.2495116302623085
BELSIZE DR AT YONGE ST,Major Arterial,Traffic Signal,4,8487.0,0.015,11,0.7825804249343232
LAKE SHORE BLVD W AT 1491 LAKE SHORE BLVD W,Major Arterial,Stop Sign,13,27390.076923076922,0.015,11,0.7880854178131431
BLOOR ST W AT MARGUERETTA ST E,Major Arterial,No Control,4,10590.5,0.015,11,0.6271432006437468
DUFFERIN ST AT MARTIN ROSS AVE (PX 1197),Major Arterial,No Control,3,33369.0,0.015,11,0.1492798720313225
MARLBOROUGH AVE AT PRICE ST & YONGE ST,Major Arterial,Stop Sign,6,14362.0,0.015,11,0.6936805528217798
DUNDAS ST E AT PARLIAMENT ST (PX 248),Minor Arterial,No Control,5,10606.2,0.015,11,0.7827685771550603
JUTLAND RD AT KIPLING AVE (PX 2447),Major Arterial,Stop Sign,10,21190.0,0.015,11,0.7835960437019349
HELENDALE AVE AT YONGE ST,Major Arterial,No Control,2,13915.0,0.015,11,0.23865469157088037
JARVIS ST AT EARL PL & GLOUCESTER ST,Major Arterial,Traffic Signal,5,14304.2,0.015,11,0.580402964375638
DUPONT ST AT EMERSON AVE,Major Arterial,No Control,2,12777.0,0.015,11,0.25991077977684907
TRANSIT RD AT W R ALLEN RD (PX 1406),Major Arterial,No Control,9,33233.22222222222,0.015,11,0.44966931131483706
KING ST W AT SHAW ST (PX 1628),Major Arterial,Traffic Signal,6,12261.333333333334,0.015,11,0.8125250189995433
DANFORTH RD AT SEMINOLE AVE (PX 969),Major Arterial,Stop Sign,5,13359.0,0.015,11,0.6214686790195375
LANSDOWNE AVE AT ST CLAIR AVE (PX 489),Major Arterial,No Control,5,9270.0,0.015,11,0.8955987144576053
BERTRAND AVE AT BIRCHMOUNT RD (PX 886),Major Arterial,Traffic Signal,6,17232.0,0.015,11,0.5781476380934542
BEAUMONDE HEIGHTS DR AT ISLINGTON AVE (PX 1500),Major Arterial,No Control,7,12841.0,0.015,11,0.9051538132723934
VICTORIA PARK AT 60M N OF PARMA CRT (PX 519),Major Arterial,No Control,12,12269.0,0.015,11,1.624034574884082
FINCH AVE  W AT 300M W OF TORRESDALE AVE (PX 2384),Major Arterial,No Control,3,18551.0,0.015,11,0.2685202980870681
DUPONT ST AT HOWLAND AVE (PX 2086),Major Arterial,Traffic Signal,3,13343.0,0.015,11,0.3733283406889905
BRENTCLIFFE RD AT EGLINTON AVE E,Major Arterial,Traffic Signal,5,22708.8,0.015,11,0.36559395842237374
GERRARD ST AT UNIVERSITY AVE (PX 1608),Minor Arterial,No Control,4,23015.0,0.015,11,0.2885839698638975
O CONNOR DR AT SUNRISE AVE (PX 520),Major Arterial,No Control,9,11484.444444444445,0.015,11,1.3012349201330922
LAWRENCE AVE E AT SCARBOROUGH GOLF CLUB RD,Major Arterial,Traffic Signal,16,18985.0,0.015,11,1.3993700429639402
AVENUE RD AT GLENGROVE AVE W (PX 118),Major Arterial,Traffic Signal,5,16874.0,0.015,11,0.4920113833721703
STEELES AVE E AT SPLENDID CHINA TOWER WEST DRIVEWAY,Major Arterial,No Control,3,18496.0,0.015,11,0.26931877431948537
# 1645 SHEPPARD AVE AT DOWNSVIEW DELL PARK / HINCKS DELLCREST CTR,Major Arterial,No Control,2,15613.0,0.015,11,0.2126996754761289
BELFIELD RD AT HIGHWAY 27 (PX 1160),Major Arterial,Traffic Signal,7,26296.0,0.015,11,0.4420094355122757
BARRINGTON AVE AT SECORD AVE,Collector,Stop Sign,6,3217.0,0.015,11,3.096872893884489
YORK MILLS RD AT SILVERDALE CRES & VALENTINE DR,Major Arterial,Traffic Signal,2,18511.0,0.015,11,0.17940035833876078
COLLEGE ST AT DUFFERIN ST,Major Arterial,Traffic Signal,11,16127.363636363636,0.015,11,1.132537257451381
