count_location,ROAD_CLASS,TRAFFCTL,num_of_collisions,total_traffic,average_int_width,years,r
BEVERLY HILLS DR AT JANE ST (PX 1409),Major Arterial,Traffic Signal,10,19086.0,0.015,11,0.8699780030411822
DUNDAS ST W AT ST JOHNS PL,Major Arterial,No Control,2,9223.0,0.015,11,0.3600650583550689
BENSON AVE AT CHRISTIE ST,Minor Arterial,No Control,2,5998.0,0.015,11,0.553664560388263
CANONGATE TRL AT OCKWELL MANOR DR (SOUTH INTERSECTION),Collector,No Control,3,1632.0,0.015,11,3.052279442287501
BLOOR ST W AT DOVERCOURT RD (PX 324),Major Arterial,Traffic Signal,2,15571.0,0.015,11,0.21327339497840864
QUEEN ST W AT BELLWOODS AVE,Major Arterial,No Control,6,11489.0,0.015,11,0.8671459743777876
WARDEN AVE AT 200M S OF BAMBURGH CIRCLE N (PX 1649),Major Arterial,Traffic Signal,2,9829.0,0.015,11,0.33786550342952487
LAWSON RD AT OLD SWEATS LANE,Expressway,No Control,6,3998.0,0.015,11,2.491905977895548
ALBION RD AT CARRIER DR (PX 1368),Major Arterial,No Control,3,13921.0,0.015,11,0.3578277458381726
ALMA AVE AT DUFFERIN ST,Minor Arterial,No Control,2,7979.0,0.015,11,0.416202535807595
CASTLEFIELD AVE AT DUFFERIN ST (PX 612),Major Arterial,Traffic Signal,6,22180.0,0.015,11,0.4491722317234626
DUNDAS ST AT SCARLETT RD (PX 496),Major Arterial,Yield Sign,2,18903.0,0.015,11,0.1756800525423901
MARTIN GROVE RD AT VULCAN ST (PX 2071),Major Arterial,Traffic Signal,2,11698.0,0.015,11,0.28388442752682513
KINGSTON RD AT MAIN ST & SOUTHWOOD DR,Major Arterial,Traffic Signal,2,16970.0,0.015,11,0.19569122175655865
MIDLAND AVE AT PROGRESS AVE,Major Arterial,Traffic Signal,2,21134.0,0.015,11,0.15713447682449136
GREENCEDAR CRT AT DAPHNE ROAD,Collector,No Control,2,2900.0,0.015,11,1.1451310459340691
BETA ST AT HORNER AVE (PX 1957),Minor Arterial,No Control,7,5636.0,0.015,11,2.0622924265845994
BLOOR ST W AT SYMINGTON AVE,Major Arterial,Traffic Signal,2,9137.0,0.015,11,0.3634540914095218
DANFORTH AVE AT GREENWOOD AVE (PX 348),Major Arterial,No Control,4,13406.0,0.015,11,0.49543190112021496
BAINBRIDGE AVE AT BATHURST ST / RAOUL WALLENBERG RD (PX 1194),Major Arterial,Stop Sign,4,17306.0,0.015,11,0.38378366268447944
AVA RD AT BATHURST ST (PX 505),Major Arterial,No Control,7,16527.0,0.015,11,0.7032782789514613
JEANETTE ST AT ST CLAIR AVE (PX 2218),Minor Arterial,Traffic Signal,2,10663.0,0.015,11,0.311439560462234
ALEXMUIR BLVD AT BRIMLEY RD & BRIMWOOD BLVD (PX 1432),Major Arterial,Traffic Signal,2,14103.0,0.015,11,0.2354733059071687
KING ST W AT PORTLAND ST,Major Arterial,Traffic Signal,4,10948.0,0.015,11,0.6066642369763976
LANSDOWNE AVE AT WALLACE AVE (PX 851),Minor Arterial,No Control,2,9685.0,0.015,11,0.3428890070427259
BLACK CREEK DR AT LAWRENCE AVE W (PX 1348),Major Arterial,Traffic Signal,5,37382.0,0.015,11,0.22209084808255314
MOUNT CASTLE GATE AT STEELES AVE E,Major Arterial,Traffic Signal,6,20849.0,0.015,11,0.47784738354963796
BURNHAMTHORPE RD AT THE WEST MALL (PX 875),Major Arterial,Traffic Signal,6,26982.0,0.015,11,0.3692328255735825
LAURENTIA CRES AT WILSON AVE,Major Arterial,No Control,2,13133.0,0.015,11,0.2528653036784284
ARCADE DR AT LA ROSE AVE,Collector,No Control,2,4132.0,0.015,11,0.8036979751231366
CONFEDERATION DR AT SCARBOROUGH GOLF CLUB RD (PX 2545),Minor Arterial,No Control,2,5840.0,0.015,11,0.5686438413028768
DANFORTH AVE AT ELWARD BLVD,Major Arterial,No Control,2,11422.0,0.015,11,0.29074418080973563
CHRISTIE ST AT TYRREL AVE,Minor Arterial,Stop Sign,2,6666.0,0.015,11,0.49818182316363646
KENNEDY RD AT PASSMORE AVE & PURCELL BLVD (PX 1396),Major Arterial,No Control,4,20825.0,0.015,11,0.318932056010449
SYLLA AVE AT WARDEN AVE,Major Arterial,No Control,1,21328.0,0.015,11,0.07785258892556264
FERMANAGH AVE AT HIGH PARK BLVD & RONCESVALLES AVE (PX 832),Minor Arterial,Traffic Signal,2,5895.0,0.015,11,0.5633384280252418
LAWRENCE AVE AT PIMLICO RD (PX 1656),Major Arterial,Traffic Signal,1,15921.0,0.015,11,0.1042924449848879
AVENUE RD AT GLENGARRY AVE,Major Arterial,No Control,4,19622.0,0.015,11,0.33848537694514325
EGLINTON AVE W AT MONTCALM AVE,Major Arterial,No Control,2,7497.0,0.015,11,0.44296118890340147
ANNETTE ST AT DUNDAS ST W & DUPONT ST & OLD WESTON RD,Major Arterial,Traffic Signal,5,13831.8,0.015,11,0.6002255731735567
DON MILLS RD AT KERN RD,Major Arterial,No Control,6,24133.0,0.015,11,0.41282228067900395
LAWRENCE AVE E AT PHARMACY AVE,Major Arterial,Traffic Signal,5,31403.0,0.015,11,0.2643760176741713
AVENUE RD AT CLARENDON AVE,Major Arterial,Stop Sign,3,19007.0,0.015,11,0.26207818434330515
ATHABASKA AVE AT YONGE ST (PX 1381),Major Arterial,No Control,3,22043.0,0.015,11,0.2259819466412558
THE QUEENSWAY AT WINDERMERE AVE (PX 562),Major Arterial,Traffic Signal,5,13915.2,0.015,11,0.5966281536033977
ANNABELLE DR AT KIPLING AVE & ROWNTREE RD (PX 1659),Major Arterial,Traffic Signal,2,7915.0,0.015,11,0.4195679132291599
ELLESMERE RD AT MILITARY TRL E,Major Arterial,Traffic Signal,2,14991.0,0.015,11,0.2215249171642186
BYNG AVE AT DANFORTH AVE (PX 1664),Major Arterial,Traffic Signal,3,11712.0,0.015,11,0.42531762720399596
ALBION RD AT HUMBERLINE DR (PX 1369),Major Arterial,Traffic Signal,2,14948.0,0.015,11,0.2221621643837838
MILNER AVE AT MURISON BLVD (PX 1942),Minor Arterial,Traffic Signal,4,9855.0,0.015,11,0.673948256358965
BELFIELD RD AT HIGHWAY 409 & KIPLING AVE (PX 731),Major Arterial,Traffic Signal,2,19473.0,0.015,11,0.17053766924504699
MCNICOLL AVE AT VICTORIA PARK AVE (PX 569),Minor Arterial,No Control,1,18649.0,0.015,11,0.08903641034931634
HOWARD PARK AVE AT PARKSIDE DR (PX 574),Major Arterial,No Control,3,17502.0,0.015,11,0.2846143326370244
BIRCHMOUNT RD AT FOXRIDGE DR (PX 2325),Minor Arterial,Traffic Signal,8,9087.0,0.015,11,1.461815795403896
ADELAIDE ST AT VICTORIA ST (PX 26),Collector,Stop Sign,2,11225.0,0.015,11,0.29584677355980404
STEELES AVE E AT FIREBRACE RD & IBM ACCESS RD,Major Arterial,Traffic Signal,2,28656.0,0.015,11,0.11588777335318258
DUFFERIN ST AT WINGOLD AVE (PX 894),Major Arterial,No Control,2,16776.0,0.015,11,0.1979542222942776
LAWRENCE AVE W AT W R ALLEN RD SOUTHBOUND OFF RAMP,Major Arterial,Traffic Signal,2,20771.0,0.015,11,0.15988060436227436
ALNESS ST AT STEELES AVE W,Major Arterial,Traffic Signal,2,25513.0,0.015,11,0.13016423130203428
GODDARD ST AT SHEPPARD AVE (PX 1665),Major Arterial,Traffic Signal,2,17108.0,0.015,11,0.19411269775595044
DUNDAS ST E AT LOGAN AVE,Minor Arterial,No Control,2,8187.0,0.015,11,0.405628439380579
DANFORTH AVE AT DANFORTH RD (PX 357),Minor Arterial,No Control,2,10372.0,0.015,11,0.3201774038959507
LA ROSE AVE AT ROYAL YORK RD (PX 1439),Minor Arterial,Traffic Signal,2,13741.0,0.015,11,0.24167673627893174
DUFFERIN ST AT GERRY FITZGERALD DR & ENVIRONMENT CANADA (PX 1777),Major Arterial,Traffic Signal,4,19133.0,0.015,11,0.34713636473201276
BAY ST AT RICHMOND ST (PX 63),Major Arterial,Traffic Signal,2,12854.0,0.015,11,0.25835382240616156
BRIMLEY RD AT SKAGWAY AVE AND PRIVATE ACC,Collector,No Control,2,5620.0,0.015,11,0.5909039204997866
MARTIN GROVE RD AT REXDALE BLVD,Major Arterial,No Control,4,21345.0,0.015,11,0.3111623362107098
MILLWOOD RD AT REDWAY RD & VILLAGE STATION (PX 686),Major Arterial,No Control,2,15542.0,0.015,11,0.2136713443063184
BIRCHMOUNT RD AT ELLESMERE RD,Major Arterial,No Control,4,32432.0,0.015,11,0.20479033258564386
EAST AVE AT LAWRENCE AVE E (PX 1838),Collector,Traffic Signal,2,3526.0,0.015,11,0.9418264416360751
CRESCENT TOWN RD AT VICTORIA PARK AVE (PX 982),Major Arterial,Traffic Signal,2,9964.0,0.015,11,0.33328783954323565
LAKE SHORE BLVD AT WINDERMERE AVE (PX 229),Expressway,No Control,1,26316.0,0.015,11,0.06309621586124031
RAMP SOUTH KINGSWAY SB TO THE QUEENSWAY WB,Major Arterial Ramp,No Control,3,1608.0,0.015,11,3.097835851873881
GALLOWAY RD AT KINGSTON RD,Major Arterial,Traffic Signal,4,19236.0,0.015,11,0.3452776079443544
FREELAND ST AT QUEENS QUAY E,Minor Arterial,No Control,2,8574.0,0.015,11,0.38731980793198045
CLIFFWOOD RD S AT DON MILLS RD,Local,No Control,2,10581.0,0.015,11,0.3138531361127304
MARSH RD AT ST CLAIR AVE E,Major Arterial,No Control,9,13367.0,0.015,11,1.1179741265384606
CHESTNUT HILLS CR AT DUNDAS ST (PX 2124),Major Arterial,No Control,2,18566.0,0.015,11,0.17886890192872998
FOUR WINDS DR AT KEELE ST (PX 2450),Major Arterial,Traffic Signal,4,15164.0,0.015,11,0.4379952562923768
BROWNS LINE AT HORNER AVE (PX 763),Major Arterial,Traffic Signal,1,15397.0,0.015,11,0.10784178843959215
BONNINGTON PL AT SHEPPARD AVE,Major Arterial,No Control,2,23779.0,0.015,11,0.1396560003872661
FINCH AVE AT JANE ST (PX 534),Major Arterial,No Control,11,30368.0,0.015,11,0.6014502167626582
CENTENNIAL PARK RD AT RATHBURN RD,Local,No Control,3,7310.0,0.015,11,0.6814391313013954
QUEEN ST E AT VICTORIA PARK AVE,Minor Arterial,No Control,5,4241.0,0.015,11,1.9576043581754308
HUNTINGWOOD DR AT PHARMACY AVE (PX 1052),Minor Arterial,Traffic Signal,11,7986.0,0.015,11,2.287107460887604
CANMOTOR AVE AT LADY BANK RD & THE QUEENSWAY (PX 1338),Major Arterial,Traffic Signal,2,17507.0,0.015,11,0.18968869784707834
GORDON AVE AT SHEPPARD AVE E,Major Arterial,No Control,2,18072.0,0.015,11,0.18375830197038515
BAY ST AT EDWARD ST,Collector,No Control,5,13818.0,0.015,11,0.6008250168636561
MARLEE AVE AT STAYNER AVE,Minor Arterial,No Control,4,8612.0,0.015,11,0.77122155903595
SHEPPARD AVE E AT FAIRVIEW MALL DR (PX 746),Major Arterial,Traffic Signal,3,32226.0,0.015,11,0.15457456866546268
AVENUE RD AT BLOOR ST W & QUEENS PARK,Major Arterial,Traffic Signal,11,23221.545454545456,0.015,11,0.7865471408180195
EVANS AVE AT HORNER AVE (PX 774),Major Arterial,Traffic Signal,2,16380.0,0.015,11,0.20273992876732602
QUEEN ST E AT WOODBINE AVE,Major Arterial,No Control,2,13698.0,0.015,11,0.2424353944523872
BIRCHMOUNT RD AT KINGSTON RD,Major Arterial,Traffic Signal,2,13837.0,0.015,11,0.24000000240000005
BLOOR ST W AT WINDERMERE AVE (PX 332),Major Arterial,Traffic Signal,3,13717.0,0.015,11,0.3631493803173581
CHESTER AVE AT DANFORTH AVE (PX 342),Major Arterial,No Control,4,7852.0,0.015,11,0.8458685769762609
NORTHUMBERLAND ST AT OSSINGTON AVE,Minor Arterial,No Control,2,7941.0,0.015,11,0.41819418627487726
DUNDAS ST E AT REGENT PARK BLVD (PX 2442),Major Arterial,Traffic Signal,2,6022.0,0.015,11,0.5514579928941881
CHELMSFORD AVE AT DREWRY AVE,Minor Arterial,No Control,2,5927.0,0.015,11,0.5602969517814748
BATHURST ST AT WILSON AVE (PX 320),Major Arterial,Stop Sign,8,26596.875,0.015,11,0.49943913083154323
MARKHAM RD AT SHEPPARD AVE E,Major Arterial,Traffic Signal,2,35442.0,0.015,11,0.09369900212202474
BLOOR ST E AT SHERBOURNE ST (PX 262),Major Arterial,Traffic Signal,2,19432.0,0.015,11,0.17089749038744342
STEELES AVE E AT OLD KENNEDY RD & SILVER STAR BLVD,Major Arterial,Traffic Signal,8,21535.75,0.015,11,0.6168125156001162
BIRCHMOUNT RD AT ST CLAIR AVE E (PX 474),Major Arterial,Traffic Signal,2,22327.0,0.015,11,0.14873830040797242
ISLINGTON AVE AT VAN DUSEN BLVD,Major Arterial,No Control,2,19138.0,0.015,11,0.17352283588717735
LENTHALL AVE AT MALVERN ST,Minor Arterial,No Control,2,2901.0,0.015,11,1.1447363092756984
CARROLL ST AT QUEEN ST E,Major Arterial,Pedestrian Crossover,7,6033.0,0.015,11,1.9265838084254605
ISLINGTON AVE AT JUTLAND RD (PX 908),Major Arterial,Traffic Signal,3,18175.0,0.015,11,0.27407538100760387
DUNDAS ST AT WINDERMERE AVE (PX 1367),Major Arterial,No Control,2,12435.0,0.015,11,0.2670591100288541
MARLEE AVE AT WENDERLY AVE,Minor Arterial,No Control,2,9266.0,0.015,11,0.35839413265797543
NORTHLAND AVE AT WESTON RD (PX 1434),Major Arterial,Traffic Signal,2,16944.0,0.015,11,0.19599150337634563
AUGUSTA AVE AT RICHMOND ST W,Major Arterial,No Control,2,4684.0,0.015,11,0.7089837816415031
ADELAIDE ST AT SIMCOE ST (PX 198),Major Arterial,Traffic Signal,3,11538.0,0.015,11,0.4317316735840874
ASHBRIDGES BAY PARK RD AT COXWELL AVE & LAKE SHORE BLVD (PX 963),Major Arterial,Traffic Controller,2,11702.0,0.015,11,0.28378738960936595
CONFERENCE BLVD AT PORT UNION RD,Minor Arterial,Traffic Signal,2,7617.0,0.015,11,0.43598267470248137
IRONSIDE CRES AT MCNICOLL AVE,Minor Arterial,No Control,1,9197.0,0.015,11,0.18054148272310538
GERRARD ST AT MARJORY AVE (PX 1698),Minor Arterial,No Control,2,8842.0,0.015,11,0.3755801892342005
COSBURN AVE AT WOODMOUNT AVE,Minor Arterial,Stop Sign,7,5967.0,0.015,11,1.9478934332547013
ST CLAIR AVE AT YONGE ST,Major Arterial,Traffic Signal,4,15543.5,0.015,11,0.42730144860665886
DYNAMIC DR AT PASSMORE AVE,Collector,No Control,2,3432.0,0.015,11,0.9676223872986014
ADELAIDE ST AT BERKELEY ST (PX 1964),Major Arterial,Traffic Signal,4,9939.0,0.015,11,0.6682523459520676
NORTH QUEEN ST AT INDEX RD,Minor Arterial,Traffic Signal,4,14309.0,0.015,11,0.4641666130699281
OAKWOOD AVE AT ST CLAIR AVE (PX 487),Major Arterial,Traffic Signal,2,13645.0,0.015,11,0.2433770636283474
SHEPPARD AVE AT ABBOTSFIELD GT,Major Arterial,No Control,2,15308.0,0.015,11,0.21693755116336558
BRIMLEY RD AT KINGSTON RD (PX 164),Major Arterial,Traffic Signal,10,16367.2,0.015,11,1.0144924095779364
ELM AVE AT MOUNT PLEASANT RD,Major Arterial,Traffic Signal,2,15714.0,0.015,11,0.21133257179641088
NORTHCOTE AVE AT QUEEN ST W,Major Arterial,No Control,4,7642.0,0.015,11,0.8691128063880661
JOHN GARLAND BLVD AT KENDLETON DR,Local,No Control,2,4475.0,0.015,11,0.7420960968064358
COLLEGE ST AT ELIZABETH ST (PX 1351),Major Arterial,Traffic Signal,2,11733.0,0.015,11,0.28303758912544114
KENNEDY RD AT MTO DRIVEWAY & VILLAGE GREEN SQ (PX 1592),Major Arterial,Traffic Signal,4,30345.0,0.015,11,0.21887494039932776
KIPLING AVE AT STEVENSON RD,Major Arterial,Stop Sign,2,13095.0,0.015,11,0.25359908615569304
# 4400 DUFFERIN ST AT DUFFERIN ST & 250M N STANSTEAD DR (PX 1625),Major Arterial,Traffic Signal,3,42055.0,0.015,11,0.11844774818245632
DENISON AVE AT DUNDAS ST W,Major Arterial,Traffic Signal,2,6964.0,0.015,11,0.47686387610695
CLAYSON RD AT WILSON AVE (PX 813),Major Arterial,No Control,7,14604.0,0.015,11,0.7958833275972885
PHARMACY AVE AT ST CLAIR AVE E (PX 472),Major Arterial,Traffic Signal,5,22967.0,0.015,11,0.36148387177350116
BRIMLEY RD AT 170M SOUTH OF HUNTINGWOOD DR (PX 2308),Major Arterial,Traffic Signal,2,14965.0,0.015,11,0.22190979172795192
CORNELL AVE AND GOLDWIN AVE AT JANE ST,Major Arterial,Stop Sign,2,13637.0,0.015,11,0.24351983817619716
RUNNYMEDE RD AT ST JOHNS RD (PX 848),Minor Arterial,No Control,3,7758.0,0.015,11,0.6420881734742461
JANE ST AT YORKGATE MALL N ENTRANCE 55M N OF SAN ROMANO (PX 1731),Major Arterial,Traffic Signal,3,13199.0,0.015,11,0.37740132205570126
GERRARD ST E AT JONES AVE (PX 370),Minor Arterial,No Control,5,10973.0,0.015,11,0.7566025775104348
AGINCOURT MALL AT SHEPPARD AVE& 185M W OF KENNEDY RD (PX 1444),Major Arterial,No Control,1,17100.0,0.015,11,0.09710175535698247
LAWRENCE AVE E AT VALIA RD,Minor Arterial,No Control,2,7360.0,0.015,11,0.45120652625119567
CHERRY ST AT MILL ST (PX 2246),Collector,Traffic Signal,2,4718.0,0.015,11,0.703874530141755
LAWRENCE AVE W AT WILLIAM R ALLEN RD N,Expressway,No Control,2,20358.0,0.015,11,0.16312408061738876
KINGSTON RD AT PINE RIDGE DR,Major Arterial,No Control,2,17283.0,0.015,11,0.19214719858871726
GERVAIS DR AT WYNFORD DR (PX 1343),Collector,No Control,2,10359.0,0.015,11,0.32057920969290477
NAIRN AVE AT ROGERS RD (PX 1596),Local,Stop Sign,3,8430.0,0.015,11,0.5909039204997866
HUMBER BAY PARK RD E AT MARINE PARADE DR,Collector,No Control,2,3501.0,0.015,11,0.9485518518162812
JESMOND AVE AT OAKWOOD AVE (PX 1528),Minor Arterial,Traffic Signal,2,8828.0,0.015,11,0.3761758080209335
OLD WESTON RD AT TURNBERRY AVE (PX 1328),Minor Arterial,Traffic Signal,4,9587.0,0.015,11,0.6927881575485137
LESLIE ST AT RAVEL RD (PX 1233),Major Arterial,Traffic Signal,4,9380.0,0.015,11,0.7080767661426014
AVENUE RD AT EGLINTON AVE W (PX 96),Major Arterial,Traffic Signal,5,18432.0,0.015,11,0.45042318158756517
KEANE AVE AT THE EAST MALL,Minor Arterial,Stop Sign,4,4922.0,0.015,11,1.3494026953306786
LAMBETH RD AT ROYAL YORK CT AND ROYAL YORK RD,Minor Arterial,No Control,3,14876.0,0.015,11,0.33485614747332626
HORNER AVE AT KIPLING AVE (PX 764),Major Arterial,Traffic Signal,2,13375.0,0.015,11,0.2482900959408449
DONSIDE DR AT PHARMACY AVE,Minor Arterial,No Control,6,5399.0,0.015,11,1.8452750693881093
WOODBINE AVE AT CORLEY AVE & EASTWOOD RD (PX 824),Major Arterial,Traffic Signal,2,7608.0,0.015,11,0.4364984270779181
CONACHER DR AT STEELES AVE E,Major Arterial,No Control,5,20196.0,0.015,11,0.41108140636868695
BROWNS LINE AT LAKE SHORE BLVD & THIRTY EIGHTH ST,Major Arterial,No Control,5,14299.0,0.015,11,0.580614034759214
KEELE ST AT ST REGIS CRES (PX 1215),Major Arterial,Traffic Signal,2,14732.0,0.015,11,0.22541949723111598
GERRARD ST E AT NORWOOD RD,Minor Arterial,Pedestrian Crossover,2,9063.0,0.015,11,0.3664217183282358
BLOOR ST AT BRENTWOOD RD,Major Arterial,Stop Sign,3,13845.0,0.015,11,0.35979198626314196
EDENBRIDGE DR AT SCARLETT RD (PX 783),Minor Arterial,Traffic Signal,3,12727.0,0.015,11,0.3913978195814568
CHRISTIE ST AT ST CLAIR AVE (PX 485),Major Arterial,Traffic Signal,4,8792.0,0.015,11,0.7554322186553232
FRONT ST E AT PARLIAMENT ST (PX 244),Minor Arterial,Traffic Signal,2,11478.0,0.015,11,0.289325669385677
LANSDOWNE AVE AT LAPPIN AVE (PX 2420),Minor Arterial,No Control,5,7153.0,0.015,11,1.1606598746011467
DUPLEX AVE AT JEDBURGH RD & LAWRENCE AVE (PX 421),Major Arterial,Traffic Signal,2,15767.0,0.015,11,0.2106221876836938
MARLEE AVE AT ROSELAWN AVE (PX 805),Minor Arterial,Stop Sign,2,13987.0,0.015,11,0.23742618382846933
CALEDONIA RD AT GLENGROVE AVE,Minor Arterial,No Control,5,10012.0,0.015,11,0.8292249383761487
WELLESLEY ST AT YONGE ST,Major Arterial,No Control,2,11466.0,0.015,11,0.28962846966760863
DONLANDS AVE AT OCONNOR DR (PX 443),Major Arterial,Traffic Signal,2,21936.0,0.015,11,0.1513894982316193
BEECROFT ROAD AT KEMPFORD BLVD (PX 2305),Local,Stop Sign,2,8203.0,0.015,11,0.40483725871130083
CALLOWHILL DR AT THE WESTWAY,Minor Arterial,No Control,2,5461.0,0.015,11,0.6081084111351036
CONVAIR DR AT RENFORTH DR (PX 1412),Major Arterial,Traffic Signal,2,21408.0,0.015,11,0.1551233199368834
CACTUS AVE AT DREWRY AVE,Minor Arterial,No Control,2,4269.0,0.015,11,0.7779058405267746
CORDOVA AVE AT MABELLE AVE,Collector,No Control,2,3537.0,0.015,11,0.9388973800420696
CABERNET CRCL AT GIHON SPRING DR & MARTIN GROVE (PX 1553),Minor Arterial,No Control,3,6737.0,0.015,11,0.7393973652683986
BURNHAMTHORPE RD AT RENFORTH DR (PX 874),Major Arterial,Traffic Signal,6,20502.0,0.015,11,0.4859350355880598
LAWRENCE AVE E AT HOWDEN RD & UNDERWRITERS RD,Major Arterial,Traffic Signal,2,21137.0,0.015,11,0.15711217453795714
BURNHAMTHORPE RD AT OLD BURNHAMTHORPE RD (PX 1887),Major Arterial,No Control,2,16338.0,0.015,11,0.20326111110348882
KIPLING AVE AT PENLEA AVE (PX 2119),Major Arterial,No Control,2,9946.0,0.015,11,0.3338910148008044
EASTERN AVE AT LESLIE ST (PX 302),Minor Arterial,No Control,1,12897.0,0.015,11,0.12874622133863692
BANNATYNE DR AT LESLIE ST (PX 738),Major Arterial,No Control,2,23427.0,0.015,11,0.14175438738245616
DUNDAS ST W AT EAST MALL CRES (PX 915),Major Arterial,Traffic Signal,2,27405.0,0.015,11,0.12117788845863164
LAMBTON AVE AT ROCKCLIFFE BLVD,Collector,No Control,4,3345.0,0.015,11,1.9855784951921078
BROADVIEW AVE AT HILLSIDE DR,Minor Arterial,Traffic Signal,5,10373.0,0.015,11,0.8003663436828305
ORMONT DR AT WESTON RD (PX 1226),Major Arterial,Traffic Signal,2,11115.0,0.015,11,0.29877463186763836
GAINSBOROUGH RD AT GERRARD ST,Minor Arterial,No Control,2,5906.0,0.015,11,0.5622892030492381
TORBARRIE RD AT SERGIO MARCHI ST,Local,No Control,2,2882.0,0.015,11,1.1522831482334492
EGLINTON AVE W AT GUESTVILLE AVE,Major Arterial,No Control,2,12578.0,0.015,11,0.26402289976218796
BRIAN DR AT MARGARET AVE,Local,No Control,2,2109.0,0.015,11,1.574623059842959
LAWRENCE AVE AT ROSEWELL AVE,Major Arterial,No Control,2,12707.0,0.015,11,0.26134256970243175
PHARMACY AVE AT SURREY AVE (PX 688),Minor Arterial,Traffic Signal,2,13132.0,0.015,11,0.25288455933664333
BELFIELD RD AT MARTIN GROVE RD (PX 789),Major Arterial,Traffic Signal,9,11877.0,0.015,11,1.2582268375380654
DUNDAS ST E AT PEMBROKE ST,Major Arterial,Stop Sign,4,5076.0,0.015,11,1.308463370058629
HOWARD ST AT ONTARIO ST,Local,Stop Sign,2,2083.0,0.015,11,1.5942775003402787
ARTILLERY ST AT MIDLAND AVE,Major Arterial,No Control,2,13174.0,0.015,11,0.2520783386373767
DAN LECKIE WAY AT FORT YORK BLVD (PX 2185),Local,Traffic Signal,2,5691.0,0.015,11,0.5835318982971008
CRAWFORD ST AT DUNDAS ST W,Local,No Control,2,10925.0,0.015,11,0.30397071242185814
GLENHOLME AVE AT ST CLAIR AVE (PX 1712),Major Arterial,Traffic Signal,5,6539.0,0.015,11,1.2696436890995566
BLOOR ST AT GLADSTONE AVE,Major Arterial,No Control,2,9351.0,0.015,11,0.3551363526049407
FRONT ST W AT JOHN ST (PX 1417),Minor Arterial,No Control,4,7750.0,0.015,11,0.8570012988925937
HIGH PARK BLVD AT PARKSIDE DR (PX 573),Major Arterial,Stop Sign,2,14369.0,0.015,11,0.23111420650071687
GAMBLE AVE AT PAPE AVE,Major Arterial,No Control,5,7816.0,0.015,11,1.0622057424541966
CALEDONIA PARK RD AT DAVENPORT RD (PX 390),Minor Arterial,Traffic Signal,2,14256.0,0.015,11,0.23294613027558927
FINCH AVE AT HIGHWAY 400 E TCS (PX 809),Major Arterial,No Control,3,35521.0,0.015,11,0.14023591818398132
STEPHEN DR AT THE QUEENSWAY (PX 563),Major Arterial,Traffic Signal,3,21669.0,0.015,11,0.22988232266432235
DANZIG ST AT MORNINGSIDE AVE (PX 2173),Minor Arterial,Traffic Signal,2,5012.0,0.015,11,0.6625858007200319
BIRCHMOUNT RD AT CASS AVE,Major Arterial,No Control,2,13024.0,0.015,11,0.25498157503138824
BRIMLEY RD AT MANDARIN RD & MINERVA AVE,Minor Arterial,Stop Sign,2,5502.0,0.015,11,0.603576887169902
CASTLETON AVE AT ST CLAIR AVE W,Major Arterial,Stop Sign,3,12654.0,0.015,11,0.3936557649607398
CROW TRL AT TAPSCOTT RD (PX 1902),Minor Arterial,No Control,1,6758.0,0.015,11,0.24569991367333538
NORTH QUEEN ST AT THE EAST MALL (PX 1056),Minor Arterial,No Control,2,20893.0,0.015,11,0.15894701733637104
STANLEY AVE AT STATION RD,Local,Stop Sign,2,1835.0,0.015,11,1.8097438873072482
CEDAR DR AT EGLINTON AVE (PX 1562),Major Arterial,Traffic Signal,3,8837.0,0.015,11,0.5636890403771869
LESLIE ST AT WICKSTEED AVE,None,No Control,3,4544.0,0.015,11,1.0962412081455108
ISLINGTON AVE AT RATHBURN RD (PX 707),Major Arterial,No Control,2,17347.0,0.015,11,0.1914382909557157
BOON AVE AT ROGERS RD (PX 2496),Minor Arterial,No Control,2,7411.0,0.015,11,0.44810147526768324
ORIOLE PKWY AT WILBERTON RD,Major Arterial,No Control,1,15144.0,0.015,11,0.10964342423431064
ALNESS ST AT SUPERTEST RD (PX 1774),Minor Arterial,Traffic Signal,2,8496.0,0.015,11,0.3908757101234464
HENLEY CRES AT KIPLING AVE (PX 2120),Major Arterial,Traffic Signal,2,9072.0,0.015,11,0.36605820471878314
STEELES AVE W AT BARMAC DR & SCHOLES RD,Major Arterial,Traffic Signal,2,16685.0,0.015,11,0.19903386474131257
SENLAC RD AT SHEPPARD AVE (PX 740),Major Arterial,Traffic Signal,3,13961.0,0.015,11,0.3568025248773871
BATHURST ST AT SHELBORNE AVE (PX 313),Collector,Stop Sign,2,19350.0,0.015,11,0.17162170714257366
KINGSTON RD AT BROOKLAWN AVE & ST CLAIR AVE E (PX 150),Major Arterial,Traffic Signal,3,20573.0,0.015,11,0.2421290064557041
WILSON AVE AT YONGE BLVD (PX 991),Major Arterial,Traffic Signal,3,13835.0,0.015,11,0.3600520455231804
ERINGATE DR AT SIGMONT RD,Collector,No Control,1,2662.0,0.015,11,0.6237565802420738
ABERFOYLE CR AT BLOOR ST & GARDENVALE RD (PX 1402),Major Arterial,Traffic Signal,6,17699.0,0.015,11,0.5628928244322505
BATHURST ST AT GLENGROVE AVE,Major Arterial,Stop Sign,2,19200.0,0.015,11,0.17296250172962502
